scope,customer,love,like,dislike,rounds,player1_win_rate,appeal_tie_rate,price_tie_rate,top_winning_bartender,top_bartender_win_share,bias_above_equal_share,winner_bartender_counts
overall,College Regular,Beer,Cheap,Premium,40127,0.5043237720238244,0.30520597104194186,0.17078276472200762,Ace,0.23139033568420267,0.08853319282705982,Ace:9285|Mara:5559|Theo:5353|June:4895|Nico:5170|Sol:4807|Rae:5058
overall,Night Shift Nurse,Clean,Fresh,Strong,40313,0.5031131396819885,0.30454195916949867,0.19720685634906854,Mara,0.16570337112097835,0.022846228263835505,Ace:5188|Mara:6680|Theo:5968|June:4776|Nico:6064|Sol:5769|Rae:5868
overall,Whiskey Collector,Whiskey,Premium,Cheap,40350,0.4999504337050805,0.31179677819083024,0.11434944237918215,Theo,0.2506071871127633,0.10775004425562046,Ace:4958|Mara:5212|Theo:10112|June:5642|Nico:4899|Sol:5687|Rae:3840
overall,Garden Club Host,Gin,Fresh,Creamy,40355,0.5030851195638707,0.37093296989220664,0.1832238879940528,Nico,0.24163052905464008,0.09877338619749723,Ace:5779|Mara:6080|Theo:4752|June:4159|Nico:9751|Sol:5231|Rae:4603
overall,Beach Traveler,Rum,Fruity,Bitter,39970,0.5006504878658994,0.3190642982236678,0.11168376282211659,June,0.23139854891168377,0.08854140605454092,Ace:4510|Mara:5534|Theo:3633|June:9249|Nico:6094|Sol:5344|Rae:5606
overall,Agave Hunter,Tequila,Strong,Sweet,40047,0.5008614877518915,0.36599495592678605,0.1663295627637526,Sol,0.23609758533722874,0.0932404424800859,Ace:4384|Mara:4030|Theo:7068|June:5748|Nico:4054|Sol:9455|Rae:5308
overall,Wine Critic,Wine,Savory,Cheap,40413,0.5001360948209734,0.3220498354489892,0.12102541261475268,Rae,0.22049835448989186,0.07764121163274901,Ace:5796|Mara:4479|Theo:4639|June:6262|Nico:5876|Sol:4450|Rae:8911
overall,Dessert Date,Sweet,Creamy,Bitter,40039,0.4964659457029396,0.26636529383850743,0.1253527810384875,Theo,0.18709258472988835,0.0442354418727455,Ace:3807|Mara:6318|Theo:7491|June:6660|Nico:5507|Sol:6242|Rae:4014
overall,Punk Drummer,Strong,Beer,Clean,39642,0.49931890419252306,0.24582513495787298,0.15516371525150094,Ace,0.1953988194339337,0.05254167657679085,Ace:7746|Mara:3865|Theo:7384|June:5884|Nico:3847|Sol:5347|Rae:5569
overall,Marathoner,Fresh,Clean,Creamy,40317,0.5012029664905623,0.30691767740655307,0.20249522533918696,Nico,0.15531909616290895,0.012461953305766105,Ace:5616|Mara:6182|Theo:5779|June:5134|Nico:6262|Sol:5525|Rae:5819
overall,Spice Blogger,Spicy,Tequila,Sweet,40057,0.5039318970467085,0.27226202661207777,0.18663404648376064,Sol,0.17310332775794493,0.03024618490080208,Ace:5656|Mara:5951|Theo:5097|June:5404|Nico:5724|Sol:6934|Rae:5291
overall,Citrus Fan,Sour,Vodka,Creamy,39774,0.4965806808467843,0.23095489515764067,0.11758937999698295,Mara,0.22735958163624478,0.08450243877910193,Ace:3795|Mara:9043|Theo:6035|June:5153|Nico:5512|Sol:6760|Rae:3476
overall,Executive,Premium,Wine,Cheap,40053,0.49926347589443987,0.27156517614161235,0.1404638853519087,Rae,0.15938880982697926,0.016531666969836406,Ace:5302|Mara:5530|Theo:5644|June:5984|Nico:5182|Sol:6027|Rae:6384
overall,Budget Tourist,Cheap,Fruity,Premium,40134,0.4954153585488613,0.24430657298051528,0.09438381422235512,Ace,0.17785418846863008,0.034997045611487226,Ace:7138|Mara:6945|Theo:4225|June:4572|Nico:5618|Sol:4923|Rae:6713
overall,Hop Scholar,Bitter,Beer,Sweet,40293,0.5003598639962277,0.2456506092869729,0.1130717494353858,Ace,0.20904375449829996,0.0661866116411571,Ace:8423|Mara:3947|Theo:7446|June:5619|Nico:6188|Sol:5298|Rae:3372
overall,Cocktail Minimalist,Clean,Gin,Creamy,40189,0.49742466844161337,0.2656448281868173,0.16925029236855857,Nico,0.19164447983279007,0.048787336975647216,Ace:4738|Mara:6805|Theo:5581|June:4043|Nico:7702|Sol:5824|Rae:5496
overall,Brunch Organizer,Fruity,Wine,Strong,39733,0.4997105680416782,0.24380238089245715,0.10565524878564417,Rae,0.2044144665643168,0.061557323707173955,Ace:4827|Mara:5891|Theo:3865|June:5101|Nico:6265|Sol:5662|Rae:8122
overall,Steakhouse Chef,Savory,Whiskey,Sweet,39848,0.5038144950813089,0.349678779361574,0.0848223248343706,Theo,0.16984541256775748,0.026988269710614632,Ace:6089|Mara:4096|Theo:6768|June:6127|Nico:6267|Sol:4056|Rae:6445
overall,Dance Floor DJ,Vodka,Strong,Bitter,40041,0.5031842361579381,0.4018381159311705,0.1631078144901476,Mara,0.2547638670362878,0.11190672417914493,Ace:4737|Mara:10201|Theo:5256|June:4137|Nico:5071|Sol:5494|Rae:5145
overall,Island Local,Rum,Sweet,Savory,40061,0.5046304385811637,0.2939766855545293,0.10251865904495644,June,0.23451736102443774,0.09166021816729489,Ace:3569|Mara:5733|Theo:6830|June:9395|Nico:5690|Sol:5681|Rae:3163
overall,Desert Racer,Tequila,Spicy,Creamy,39886,0.5010279295993582,0.28794564508850223,0.18745925888783033,Sol,0.20997342425913854,0.06711628140199569,Ace:5420|Mara:5770|Theo:5017|June:4996|Nico:5441|Sol:8375|Rae:4867
overall,Bookshop Owner,Wine,Bitter,Strong,40219,0.4996394738805042,0.4366095626445212,0.1787214997886571,Rae,0.23359606156294288,0.09073891870580003,Ace:5247|Mara:3683|Theo:6462|June:3453|Nico:6567|Sol:5412|Rae:9395
overall,Food Truck Cook,Spicy,Savory,Premium,39717,0.4970163909660851,0.38570385477251556,0.16564695218672104,Mara,0.16577284286325755,0.022915700006114703,Ace:6415|Mara:6584|Theo:3939|June:5195|Nico:6410|Sol:5472|Rae:5702
overall,Pastry Chef,Creamy,Sweet,Sour,39970,0.49774831123342506,0.2454340755566675,0.12096572429321992,Theo,0.18253690267700776,0.03967975981986491,Ace:4596|Mara:6221|Theo:7296|June:6509|Nico:4760|Sol:6173|Rae:4415
overall,Rooftop Regular,Gin,Premium,Cheap,40289,0.5023207327061977,0.296656655662836,0.14768299039440044,Nico,0.22127627888505547,0.07841913602791262,Ace:5350|Mara:5629|Theo:5016|June:4942|Nico:8915|Sol:5816|Rae:4621
overall,Night Cab Driver,Bitter,Clean,Fruity,39661,0.5026600438718136,0.39139204760343915,0.13509492952774765,Theo,0.20735735357151863,0.06450021071437578,Ace:5968|Mara:4737|Theo:8224|June:5532|Nico:7007|Sol:5281|Rae:2912
overall,Festival Vendor,Beer,Fresh,Premium,40109,0.49884065920367,0.30698845645615697,0.18379914732354335,Ace,0.20399411603380788,0.06113697317666503,Ace:8182|Mara:5687|Theo:5560|June:4825|Nico:5743|Sol:5416|Rae:4696
overall,Quiet Celebrant,Premium,Clean,Spicy,40069,0.4962190221867279,0.21762459756919314,0.14295340537572687,Mara,0.18318400758691258,0.040326864729769735,Ace:5351|Mara:7340|Theo:5332|June:4977|Nico:6452|Sol:5694|Rae:4923
random,College Regular,Beer,Cheap,Premium,20156,0.5014883905536813,0.2127406231395118,0.07486604485016868,Ace,0.18723953165310578,0.04438238879596293,Ace:3774|Mara:2845|Theo:2983|June:2681|Nico:2726|Sol:2639|Rae:2508
random,Night Shift Nurse,Clean,Fresh,Strong,20323,0.5069625547409339,0.2729911922452394,0.11140087585494268,Mara,0.1776804605619249,0.03482331770478206,Ace:2355|Mara:3611|Theo:3338|June:2415|Nico:3206|Sol:2908|Rae:2490
random,Whiskey Collector,Whiskey,Premium,Cheap,20368,0.49720149253731344,0.30867046347211313,0.09834053417124902,Theo,0.24779065200314218,0.10493350914599933,Ace:2321|Mara:2784|Theo:5047|June:2701|Nico:2724|Sol:2809|Rae:1982
random,Garden Club Host,Gin,Fresh,Creamy,20339,0.5021387482177099,0.2505039579133684,0.08697576085353262,Nico,0.21957815035154138,0.07672100749439853,Ace:2555|Mara:3065|Theo:2972|June:2482|Nico:4466|Sol:2606|Rae:2193
random,Beach Traveler,Rum,Fruity,Bitter,20220,0.5007418397626113,0.28259149357072205,0.10138476755687438,June,0.20657764589515332,0.06372050303801047,Ace:2332|Mara:2745|Theo:2918|June:4177|Nico:2894|Sol:2669|Rae:2485
random,Agave Hunter,Tequila,Strong,Sweet,20156,0.5064993054177416,0.26815836475491167,0.0990771978567176,Sol,0.21204604088112722,0.06918889802398437,Ace:2212|Mara:2480|Theo:3472|June:2768|Nico:2542|Sol:4274|Rae:2408
random,Wine Critic,Wine,Savory,Cheap,20502,0.49985367281240856,0.21427177836308653,0.06887132962637792,Rae,0.18095795532143205,0.0381008124642892,Ace:2516|Mara:2637|Theo:3010|June:3008|Nico:2992|Sol:2629|Rae:3710
random,Dessert Date,Sweet,Creamy,Bitter,20195,0.49626145085417184,0.218172815053231,0.11443426590740283,Theo,0.17836098044070314,0.035503837583560294,Ace:2251|Mara:3132|Theo:3602|June:3074|Nico:2830|Sol:3058|Rae:2248
random,Punk Drummer,Strong,Beer,Clean,20045,0.5023696682464455,0.23292591668745324,0.12761287104015964,Theo,0.1820902968321277,0.03923315397498486,Ace:3260|Mara:2413|Theo:3650|June:2868|Nico:2498|Sol:2789|Rae:2567
random,Marathoner,Fresh,Clean,Creamy,20406,0.5046554934823091,0.28168185827697734,0.113937077330197,Nico,0.16745074977947663,0.024593606922333783,Ace:2517|Mara:3279|Theo:3177|June:2680|Nico:3417|Sol:2859|Rae:2477
random,Spice Blogger,Spicy,Tequila,Sweet,20011,0.5021238318924591,0.22617560341812004,0.08960071960421769,Sol,0.17265503972814952,0.029797896871006674,Ace:2558|Mara:3031|Theo:2745|June:2753|Nico:2958|Sol:3455|Rae:2511
random,Citrus Fan,Sour,Vodka,Creamy,19957,0.49556546575136545,0.20594277697048655,0.0909956406273488,Mara,0.20013028010221978,0.05727313724507693,Ace:2108|Mara:3994|Theo:3132|June:2718|Nico:2830|Sol:3050|Rae:2125
random,Executive,Premium,Wine,Cheap,20150,0.49955334987593053,0.23880893300248138,0.10129032258064516,Theo,0.16372208436724567,0.02086494151010282,Ace:2599|Mara:2894|Theo:3299|June:2854|Nico:2928|Sol:2916|Rae:2660
random,Budget Tourist,Cheap,Fruity,Premium,20394,0.49509659703834463,0.20177503187211926,0.07472786113562813,Mara,0.15764440521722076,0.014787262360077907,Ace:2827|Mara:3215|Theo:2940|June:2722|Nico:3002|Sol:2902|Rae:2786
random,Hop Scholar,Bitter,Beer,Sweet,20306,0.4989658229094849,0.22259430710134936,0.08337437210676647,Theo,0.17704126859056438,0.03418412573342153,Ace:3465|Mara:2534|Theo:3595|June:2748|Nico:3084|Sol:2738|Rae:2142
random,Cocktail Minimalist,Clean,Gin,Creamy,20311,0.4976121313573926,0.2380483481857122,0.09231450937915416,Nico,0.19147260105361627,0.04861545819647342,Ace:2086|Mara:3341|Theo:3366|June:2347|Nico:3889|Sol:2826|Rae:2456
random,Brunch Organizer,Fruity,Wine,Strong,19915,0.4988701983429576,0.21330655284961084,0.07983931709766508,Rae,0.16806427316093397,0.025207130303791125,Ace:2394|Mara:2968|Theo:2751|June:2715|Nico:2952|Sol:2788|Rae:3347
random,Steakhouse Chef,Savory,Whiskey,Sweet,20392,0.5011769321302472,0.3142408787759906,0.07292075323656336,Theo,0.18232640251078855,0.0394692596536457,Ace:2726|Mara:2428|Theo:3718|June:2948|Nico:3210|Sol:2325|Rae:3037
random,Dance Floor DJ,Vodka,Strong,Bitter,20269,0.5046129557452267,0.39641817553900044,0.11475652474221718,Mara,0.24470866840988703,0.10185152555274418,Ace:2147|Mara:4960|Theo:3134|June:2370|Nico:2571|Sol:2721|Rae:2366
random,Island Local,Rum,Sweet,Savory,20394,0.506374423850152,0.2205550652152594,0.07899382171226832,June,0.20844365989997057,0.06558651704282772,Ace:2090|Mara:2825|Theo:3340|June:4251|Nico:2930|Sol:2715|Rae:2243
random,Desert Racer,Tequila,Spicy,Creamy,20130,0.5002483854942872,0.27237953303527074,0.09920516641828117,Sol,0.21669150521609537,0.07383436235895252,Ace:2477|Mara:2907|Theo:2774|June:2548|Nico:2749|Sol:4362|Rae:2313
random,Bookshop Owner,Wine,Bitter,Strong,20217,0.49448483949151706,0.3905129346589504,0.16149774941880596,Rae,0.20408567047534254,0.06122852761819969,Ace:2409|Mara:2248|Theo:3421|June:2133|Nico:3204|Sol:2676|Rae:4126
random,Food Truck Cook,Spicy,Savory,Premium,19914,0.4974389876468816,0.3123430752234609,0.10038164105654314,Nico,0.16420608617053328,0.021348943313390434,Ace:2733|Mara:2993|Theo:2646|June:2825|Nico:3270|Sol:2821|Rae:2626
random,Pastry Chef,Creamy,Sweet,Sour,20219,0.49715614026410804,0.2147979623126762,0.11746377169988624,Theo,0.17958356001780504,0.03672641716066219,Ace:2273|Mara:3083|Theo:3631|June:3195|Nico:2744|Sol:3059|Rae:2234
random,Rooftop Regular,Gin,Premium,Cheap,20391,0.5027708302682556,0.31935657888284047,0.09312932175959983,Nico,0.22568780344269532,0.08283066058555247,Ace:2379|Mara:2786|Theo:3100|June:2685|Nico:4602|Sol:2833|Rae:2006
random,Night Cab Driver,Bitter,Clean,Fruity,19958,0.5029562080368775,0.4120653372081371,0.12355947489728429,Theo,0.1961118348531917,0.05325469199604885,Ace:2822|Mara:2628|Theo:3914|June:2633|Nico:3572|Sol:2648|Rae:1741
random,Festival Vendor,Beer,Fresh,Premium,20129,0.4982363753788067,0.30130657260668686,0.09841522181926574,Ace,0.19285607829499726,0.049998935437854414,Ace:3882|Mara:2907|Theo:3024|June:2421|Nico:3034|Sol:2673|Rae:2188
